Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,90755,2022-03-16,0.0155979451,-0.046983318,-0.047917647,21,100
Market-Adjusted Model,90756,2022-03-16,-0.002808493,-0.063635019,-0.066324086,21,100
Market-Adjusted Model,90765,2022-03-16,0.0459381694,-0.013547675,-0.017577423,21,100
Market-Adjusted Model,90766,2022-03-16,0.0325708013,-0.027250864,-0.030944791,21,100
Market-Adjusted Model,90767,2022-03-16,0.0622471577,0.006693658,-0.001268435,21,100
Market-Adjusted Model,90768,2022-03-16,0.0685701737,0.0031009515,0.0050545813,21,100
Market-Adjusted Model,90769,2022-03-16,0.040370365,-0.019221925,-0.023145227,21,100
Market-Adjusted Model,90770,2022-03-16,0.0345453579,-0.026129832,-0.028970234,21,100
Market-Adjusted Model,90771,2022-03-16,0.0448398914,-0.019229341,-0.018675701,21,100
Market-Adjusted Model,90773,2022-03-16,0.0404970799,-0.021211241,-0.023018512,21,100
Market-Adjusted Model,90775,2022-03-16,-0.142368416,-0.210304006,-0.205884008,21,100
Market-Adjusted Model,90776,2022-03-16,-0.04467704,-0.097810679,-0.108192632,21,100
Market-Adjusted Model,90783,2022-03-16,-0.043165417,-0.070005832,-0.106681009,21,100
Market-Adjusted Model,90790,2022-03-16,0.0696002834,0.0048127524,0.006084691,21,100
Market-Adjusted Model,90794,2022-03-16,0.0741742322,0.0168461484,0.0106586398,21,100
Market-Adjusted Model,90796,2022-03-16,0.0580245046,-0.005240606,-0.005491088,21,100
Market-Adjusted Model,90803,2022-03-16,-0.167358222,-0.197712278,-0.230873815,21,100
Market-Adjusted Model,90805,2022-03-16,-0.085734606,-0.143307761,-0.149250199,21,100
Market-Adjusted Model,90806,2022-03-16,0.0042403142,-0.054435896,-0.059275278,21,100
Market-Adjusted Model,90808,2022-03-16,0.0229970335,-0.02626272,-0.040518559,21,100
Market-Adjusted Model,90825,2022-03-16,-0.002011738,-0.063176845,-0.06552733,21,100
Market-Adjusted Model,90827,2022-03-16,0.0482771209,-0.014872584,-0.015238471,21,100
Market-Adjusted Model,90829,2022-03-16,0.2265938522,0.1549197044,0.1630782598,21,100
Market-Adjusted Model,90834,2022-03-16,0.0372032077,-0.024790204,-0.026312385,21,100
Market-Adjusted Model,90835,2022-03-16,0.0471891477,-0.015081546,-0.016326445,21,100
Market-Adjusted Model,90837,2022-03-16,0.0412678648,-0.01920636,-0.022247728,21,100
Market-Adjusted Model,90839,2022-03-16,0.0681311222,0.0032411949,0.0046155298,21,100
Market-Adjusted Model,90850,2022-03-16,0.0395549385,-0.023218649,-0.023960654,21,100
Market-Adjusted Model,90853,2022-03-16,0.0966831251,0.0314770549,0.0331675327,21,100
Market-Adjusted Model,90856,2022-03-16,-0.076878842,-0.133354346,-0.140394435,21,100
Market-Adjusted Model,90857,2022-03-16,-0.116848818,-0.104987424,-0.18036441,21,100
Market-Adjusted Model,90866,2022-03-16,0.0415183564,-0.018518909,-0.021997236,21,100
Market-Adjusted Model,90868,2022-03-16,-0.103118666,-0.165547651,-0.166634258,21,100
Market-Adjusted Model,90870,2022-03-16,0.0334183077,-0.026959385,-0.030097285,21,100
Market-Adjusted Model,90871,2022-03-16,-0.059121613,-0.110301195,-0.122637205,21,100
Market-Adjusted Model,90875,2022-03-16,0.100378735,0.0402972834,0.0368631426,21,100
Market-Adjusted Model,90878,2022-03-16,0.0650884983,0.0013710222,0.0015729059,21,100
Market-Adjusted Model,90880,2022-03-16,0.1129823979,0.0501478395,0.0494668055,21,100
Market-Adjusted Model,90882,2022-03-16,0.0249026382,-0.034843085,-0.038612954,21,100
Market-Adjusted Model,90884,2022-03-16,0.0343156841,-0.028087738,-0.029199908,21,100
Market-Adjusted Model,90885,2022-03-16,-0.012413815,-0.05977325,-0.075929407,21,100
Market-Adjusted Model,90886,2022-03-16,0.0536472197,-0.007941195,-0.009868373,21,100
Market-Adjusted Model,90890,2022-03-16,0.0674796032,0.0021563412,0.0039640108,21,100
Market-Adjusted Model,90892,2022-03-16,0.0572810967,-0.007355306,-0.006234496,21,100
Market-Adjusted Model,90899,2022-03-16,-0.019230751,-0.078618917,-0.082746343,21,100
Market-Adjusted Model,90902,2022-03-16,0.0741925779,0.0138298733,0.0106769855,21,100
Market-Adjusted Model,90907,2022-03-16,0.670212836,0.519152534,0.6066972436,21,100
Market-Adjusted Model,90913,2022-03-16,0.0466312565,-0.010762362,-0.016884336,21,100
Market-Adjusted Model,90917,2022-03-16,0.0349344672,-0.00920133,-0.028581125,21,100
Market-Adjusted Model,90919,2022-03-16,0.0743824459,0.0110587126,0.0108668534,21,100
Market-Adjusted Model,90922,2022-03-16,-0.039948721,-0.104129648,-0.103464313,21,100
Market-Adjusted Model,90925,2022-03-16,0.0840236101,0.0197344248,0.0205080177,21,100
Market-Adjusted Model,90926,2022-03-16,-0.170095988,-0.225155327,-0.233611581,21,100
Market-Adjusted Model,90927,2022-03-16,0.0328737478,-0.030367709,-0.030641845,21,100
Market-Adjusted Model,90928,2022-03-16,0.1030942266,0.0351581859,0.0395786342,21,100
Market-Adjusted Model,90930,2022-03-16,0.1841432289,0.116292792,0.1206276365,21,100
Market-Adjusted Model,90934,2022-03-16,0.1413631779,0.0745218015,0.0778475855,21,100
Market-Adjusted Model,90935,2022-03-16,-0.023635539,-0.084045352,-0.087151131,21,100
Market-Adjusted Model,90936,2022-03-16,0.0319023298,-0.031357168,-0.031613263,21,100
Market-Adjusted Model,90943,2022-03-16,-0.086262049,-0.144025123,-0.149777641,21,100
Market-Adjusted Model,90949,2022-03-16,0.0289990763,-0.034150277,-0.034516516,21,100
Market-Adjusted Model,90950,2022-03-16,0.1583710015,0.1121105413,0.0948554091,21,100
Market-Adjusted Model,90952,2022-03-16,-0.019193873,-0.077011278,-0.082709466,21,100
Market-Adjusted Model,90955,2022-03-16,-0.121212084,-0.183048279,-0.184727676,21,100
Market-Adjusted Model,90961,2022-03-16,-0.00360266,-0.066448728,-0.067118253,21,100
Market-Adjusted Model,90963,2022-03-16,0.1071390465,0.0390767307,0.0436234541,21,100
Market-Adjusted Model,90965,2022-03-16,-0.051948011,-0.098124128,-0.115463603,21,100
Market-Adjusted Model,90971,2022-03-16,0.0787414011,0.0288974455,0.0152258087,21,100
Market-Adjusted Model,90973,2022-03-16,0.0297029454,0.0474373312,-0.033812647,21,100
Market-Adjusted Model,90976,2022-03-16,0.4373887674,0.4203479618,0.373873175,21,100
Market-Adjusted Model,90978,2022-03-16,0.1616666593,0.1120931177,0.0981510669,21,100
Market-Adjusted Model,90979,2022-03-16,0.0243619605,-0.024698388,-0.039153632,21,100
Market-Adjusted Model,90983,2022-03-16,0.0371381129,-0.026446955,-0.026377479,21,100
Market-Adjusted Model,90986,2022-03-16,0.1339092639,0.0648108747,0.0703936715,21,100
Market-Adjusted Model,90988,2022-03-16,0.056547635,-0.004988669,-0.006967957,21,100
Market-Adjusted Model,90989,2022-03-16,-0.063660474,-0.120319954,-0.127176067,21,100
Market-Adjusted Model,90993,2022-03-16,0.0546997077,-0.005826998,-0.008815885,21,100
Market-Adjusted Model,90998,2022-03-16,0.0888427715,0.0227426559,0.0253271791,21,100
Market-Adjusted Model,90999,2022-03-16,0.2364102904,0.1628969116,0.172894698,21,100
Market-Adjusted Model,91001,2022-03-16,0.0594497169,-0.005528657,-0.004065876,21,100
Market-Adjusted Model,91002,2022-03-16,0.0421304298,-0.018209048,-0.021385163,21,100
Market-Adjusted Model,91004,2022-03-16,0.1033276695,0.036187117,0.0398120771,21,100
Market-Adjusted Model,91005,2022-03-16,0.0000391384,-0.059074223,-0.063476454,21,100
Market-Adjusted Model,91006,2022-03-16,0.0347993028,-0.027687437,-0.02871629,21,100
Market-Adjusted Model,91007,2022-03-16,0.0389262677,-0.022199737,-0.024589325,21,100
Market-Adjusted Model,91008,2022-03-16,0.0583563728,-0.005036982,-0.00515922,21,100
Market-Adjusted Model,91009,2022-03-16,0.0489030369,-0.013439428,-0.014612556,21,100
Market-Adjusted Model,91010,2022-03-16,0.0700687713,0.0057350938,0.0065531789,21,100
Market-Adjusted Model,91015,2022-03-16,0.0347183026,-0.027934276,-0.02879729,21,100
Market-Adjusted Model,91021,2022-03-16,-0.090909105,-0.143276968,-0.154424698,21,100
Market-Adjusted Model,91038,2022-03-16,0.1374160924,0.1720021764,0.0739004999,21,100
Market-Adjusted Model,91041,2022-03-16,0.0090831669,-0.040325025,-0.054432425,21,100
Market-Adjusted Model,91044,2022-03-16,0.0069487428,-0.04864462,-0.05656685,21,100
Market-Adjusted Model,91047,2022-03-16,0.0004168545,-0.063262494,-0.063098738,21,100
Market-Adjusted Model,91052,2022-03-16,0.0620576311,-0.00172118,-0.001457961,21,100
Market-Adjusted Model,91053,2022-03-16,0.0620372996,-0.002600166,-0.001478293,21,100
Market-Adjusted Model,91055,2022-03-16,0.0522952991,-0.010257035,-0.011220293,21,100
Market-Adjusted Model,91065,2022-03-16,-0.007641143,-0.054566374,-0.071156735,21,100
Market-Adjusted Model,91068,2022-03-16,0.0578917355,0.0018291772,-0.005623857,21,100
Market-Adjusted Model,91076,2022-03-16,-0.096336504,-0.151718744,-0.159852096,21,100
Market-Adjusted Model,91080,2022-03-16,0.0987157398,0.041794753,0.0352001474,21,100
Market-Adjusted Model,91082,2022-03-16,0.0141843811,-0.035995539,-0.049331211,21,100
Market-Adjusted Model,91083,2022-03-16,0.0363712712,-0.027130258,-0.027144321,21,100
Market-Adjusted Model,91086,2022-03-16,-0.164179125,-0.215911804,-0.227694718,21,100
Market-Adjusted Model,91090,2022-03-16,-0.002757595,-0.045340036,-0.066273187,21,100
Market-Adjusted Model,91095,2022-03-16,0.0753261355,0.0195068987,0.0118105431,21,100
Market-Adjusted Model,91103,2022-03-16,0.0958184511,0.0593123078,0.0323028587,21,100
Market-Adjusted Model,91106,2022-03-16,-0.06210938,-0.126891855,-0.125624972,21,100
Market-Adjusted Model,91111,2022-03-16,0.1065258751,0.0410310007,0.0430102827,21,100
Market-Adjusted Model,91112,2022-03-16,0.1061244605,0.0469960123,0.0426088681,21,100
Market-Adjusted Model,91114,2022-03-16,0.0031098366,-0.056270784,-0.060405756,21,100
Market-Adjusted Model,91119,2022-03-16,0.21460776,0.1378305703,0.1510921676,21,100
Market-Adjusted Model,91122,2022-03-16,0.0669375575,0.0104455516,0.003421965,21,100
Market-Adjusted Model,91123,2022-03-16,-0.046739422,-0.10559221,-0.110255014,21,100
Market-Adjusted Model,91124,2022-03-16,0.0178471641,-0.036793683,-0.045668428,21,100
Market-Adjusted Model,91125,2022-03-16,0.181584294,0.1124376108,0.1180687016,21,100
Market-Adjusted Model,91129,2022-03-16,0.0692710169,0.0123616427,0.0057554245,21,100
Market-Adjusted Model,91130,2022-03-16,-0.003028454,-0.061841525,-0.066544046,21,100
Market-Adjusted Model,91131,2022-03-16,0.022821512,-0.039516373,-0.04069408,21,100
Market-Adjusted Model,91132,2022-03-16,0.0494833872,-0.010216617,-0.014032205,21,100
Market-Adjusted Model,91133,2022-03-16,0.1944250073,0.1200819537,0.1309094149,21,100
Market-Adjusted Model,91137,2022-03-16,0.0605246413,-0.004733253,-0.002990951,21,100
Market-Adjusted Model,91152,2022-03-16,0.0266939242,-0.029621726,-0.036821668,21,100
Market-Adjusted Model,91161,2022-03-16,-0.087232149,-0.138633672,-0.150747741,21,100
Market-Adjusted Model,91163,2022-03-16,-0.006340558,-0.058161918,-0.06985615,21,100
Market-Adjusted Model,91176,2022-03-16,0.0139265598,-0.049150078,-0.049589033,21,100
Market-Adjusted Model,91181,2022-03-16,0.0542437263,-0.006853563,-0.009271866,21,100
Market-Adjusted Model,91182,2022-03-16,0.037699483,-0.018486624,-0.025816109,21,100
Market-Adjusted Model,91184,2022-03-16,0.0152308359,-0.016770655,-0.048284756,21,100
Market-Adjusted Model,91186,2022-03-16,0.0026431462,-0.055767191,-0.060872446,21,100
Market-Adjusted Model,91194,2022-03-16,0.0311945114,-0.030347316,-0.032321081,21,100
Market-Adjusted Model,91197,2022-03-16,0.0635764913,0.0030449574,0.0000608989,21,100
Market-Adjusted Model,91201,2022-03-16,-0.03388345,-0.063725351,-0.097399042,21,100
Market-Adjusted Model,91202,2022-03-16,-0.025488544,-0.087489465,-0.089004137,21,100
Market-Adjusted Model,91204,2022-03-16,0.1164187061,0.0475612545,0.0529031137,21,100
Market-Adjusted Model,91208,2022-03-16,0.0847953698,0.0430739714,0.0212797774,21,100
Market-Adjusted Model,91209,2022-03-16,0.0589904525,-0.005260259,-0.00452514,21,100
Market-Adjusted Model,91215,2022-03-16,0.2543962706,0.1937728028,0.1908806782,21,100
Market-Adjusted Model,91220,2022-03-16,-0.067818671,-0.127777242,-0.131334263,21,100
Market-Adjusted Model,91221,2022-03-16,0.0152609868,-0.047392848,-0.048254606,21,100
Market-Adjusted Model,91222,2022-03-16,0.0112932993,-0.047274117,-0.052222293,21,100
Market-Adjusted Model,91223,2022-03-16,0.1159171002,0.0475242238,0.0524015078,21,100
Market-Adjusted Model,91224,2022-03-16,0.0321248424,-0.028717622,-0.03139075,21,100
Market-Adjusted Model,91225,2022-03-16,0.0460318477,-0.015849937,-0.017483745,21,100
Market-Adjusted Model,91226,2022-03-16,0.0554849338,-0.008365195,-0.008030659,21,100
Market-Adjusted Model,91227,2022-03-16,0.0807017323,0.0145408221,0.0171861399,21,100
Market-Adjusted Model,91228,2022-03-16,0.2013859245,0.1316976487,0.1378703321,21,100
Market-Adjusted Model,91229,2022-03-16,0.1029652078,0.0389015443,0.0394496154,21,100
Market-Adjusted Model,91232,2022-03-16,0.0778025909,0.0146451197,0.0142869985,21,100
Market-Adjusted Model,91233,2022-03-16,0.0515559008,-0.008229053,-0.011959692,21,100
Market-Adjusted Model,91234,2022-03-16,0.0581967318,-0.003550628,-0.005318861,21,100
Market-Adjusted Model,91237,2022-03-16,-0.006375633,-0.070175738,-0.069891226,21,100
Market-Adjusted Model,91262,2022-03-16,0.0993904486,0.0341210519,0.0358748562,21,100
Market-Adjusted Model,91269,2022-03-16,0.0078740036,-0.013542486,-0.055641589,21,100
Market-Adjusted Model,91271,2022-03-16,0.0482966339,-0.012719037,-0.015218958,21,100
Market-Adjusted Model,91274,2022-03-16,-0.005305051,-0.066656102,-0.068820643,21,100
Market-Adjusted Model,91277,2022-03-16,-0.056201544,-0.109973877,-0.119717136,21,100
Market-Adjusted Model,91278,2022-03-16,-0.129999958,-0.184614263,-0.19351555,21,100
Market-Adjusted Model,91279,2022-03-16,-0.158640211,-0.220789013,-0.222155804,21,100
Market-Adjusted Model,91283,2022-03-16,0.0582010801,0.0251638105,-0.005314512,21,100
Market-Adjusted Model,91287,2022-03-16,-0.049444337,-0.106793918,-0.112959929,21,100
Market-Adjusted Model,91291,2022-03-16,-0.014819706,-0.078770983,-0.078335298,21,100
Market-Adjusted Model,91292,2022-03-16,0.0348116955,-0.02939535,-0.028703897,21,100
Market-Adjusted Model,91293,2022-03-16,-0.006198581,-0.070152375,-0.069714173,21,100
Market-Adjusted Model,91294,2022-03-16,0.021744767,-0.042356065,-0.041770825,21,100
Market-Adjusted Model,91297,2022-03-16,0.0215208704,-0.039428574,-0.041994722,21,100
Market-Adjusted Model,91298,2022-03-16,0.0299071138,-0.026509112,-0.033608479,21,100
Market-Adjusted Model,91301,2022-03-16,0.0732954393,0.0095855514,0.0097798469,21,100
Market-Adjusted Model,91306,2022-03-16,0.4329502409,0.3717549563,0.3694346485,21,100
Market-Adjusted Model,91307,2022-03-16,0.139303426,0.0748873014,0.0757878336,21,100
Market-Adjusted Model,91308,2022-03-16,0.1473325038,0.0911058883,0.0838169114,21,100
Market-Adjusted Model,91309,2022-03-16,0.1168512284,0.0517556057,0.053335636,21,100
Market-Adjusted Model,91310,2022-03-16,0.0908038989,0.0343964408,0.0272883065,21,100
Market-Adjusted Model,91311,2022-03-16,-0.070375349,-0.13491115,-0.133890941,21,100
Market-Adjusted Model,91312,2022-03-16,-0.079774361,-0.14251728,-0.143289953,21,100
Market-Adjusted Model,91313,2022-03-16,-0.059287454,-0.123861133,-0.122803047,21,100
Market-Adjusted Model,91314,2022-03-16,-0.051921375,-0.114500125,-0.115436967,21,100
Market-Adjusted Model,91315,2022-03-16,0.0044002072,-0.054032934,-0.059115385,21,100
Market-Adjusted Model,91316,2022-03-16,0.0359240345,-0.021874346,-0.027591558,21,100
Market-Adjusted Model,91317,2022-03-16,0.0593790131,-0.003680163,-0.004136579,21,100
Market-Adjusted Model,91318,2022-03-16,0.1488305909,0.0807611402,0.0853149985,21,100
Market-Adjusted Model,91319,2022-03-16,0.1955570861,0.127520911,0.1320414937,21,100
Market-Adjusted Model,91320,2022-03-16,0.1443663766,0.0784144049,0.0808507842,21,100
Market-Adjusted Model,91321,2022-03-16,0.1191843568,0.0612559471,0.0556687644,21,100
Market-Adjusted Model,91324,2022-03-16,0.0566987057,-0.008028276,-0.006816887,21,100
Market-Adjusted Model,91325,2022-03-16,0.0564054351,-0.008616231,-0.007110157,21,100
Market-Adjusted Model,91326,2022-03-16,0.0588006884,-0.006071421,-0.004714904,21,100
Market-Adjusted Model,91327,2022-03-16,0.0428867858,-0.020491398,-0.020628807,21,100
Market-Adjusted Model,91328,2022-03-16,0.0536444571,-0.010220251,-0.009871135,21,100
Market-Adjusted Model,91330,2022-03-16,0.0369973404,-0.026296454,-0.026518252,21,100
Market-Adjusted Model,91331,2022-03-16,0.0450525498,-0.017731702,-0.018463043,21,100
Market-Adjusted Model,91332,2022-03-16,0.0248530325,-0.037341674,-0.03866256,21,100
Market-Adjusted Model,91333,2022-03-16,0.0357869781,-0.026606011,-0.027728614,21,100
Market-Adjusted Model,91334,2022-03-16,0.0325179512,-0.029607365,-0.030997641,21,100
Market-Adjusted Model,91335,2022-03-16,0.0500433648,-0.013008511,-0.013472228,21,100
Market-Adjusted Model,91336,2022-03-16,0.0539426881,-0.009747564,-0.009572904,21,100
Market-Adjusted Model,91340,2022-03-16,-0.042703999,-0.10622711,-0.106219592,21,100
Market-Adjusted Model,91341,2022-03-16,0.0371303745,-0.024493784,-0.026385218,21,100
Market-Adjusted Model,91342,2022-03-16,0.0666447514,0.0027798847,0.003129159,21,100
Market-Adjusted Model,91343,2022-03-16,0.0593419044,-0.000690836,-0.004173688,21,100
Market-Adjusted Model,91344,2022-03-16,0.0529133556,-0.011488513,-0.010602237,21,100
Market-Adjusted Model,91348,2022-03-16,0.0352303838,-0.018244278,-0.028285209,21,100
Market-Adjusted Model,91355,2022-03-16,-0.108695679,-0.175298764,-0.172211271,21,100
Market-Adjusted Model,91356,2022-03-16,0.0211235635,-0.037840736,-0.042392029,21,100
Market-Adjusted Model,91359,2022-03-16,0.1745067737,0.1202307883,0.1109911813,21,100
Market-Adjusted Model,91363,2022-03-16,-0.143448313,-0.211577776,-0.206963906,21,100
Market-Adjusted Model,91365,2022-03-16,0.0245030382,-0.028111256,-0.039012554,21,100
Market-Adjusted Model,91366,2022-03-16,0.1241830439,0.0892002267,0.0606674515,21,100
Market-Adjusted Model,91374,2022-03-16,0.0324729426,-0.029415995,-0.03104265,21,100
Market-Adjusted Model,91378,2022-03-16,0.0606833306,-0.003775094,-0.002832262,21,100
Market-Adjusted Model,91379,2022-03-16,2.1972786946,4.5044967514,2.1337631021,21,100
Market-Adjusted Model,91381,2022-03-16,0.0611690259,0.0117578781,-0.002346567,21,100
Market-Adjusted Model,91384,2022-03-16,-0.107709734,-0.166336562,-0.171225327,21,100
Market-Adjusted Model,91385,2022-03-16,-0.11492064,-0.18074019,-0.178436233,21,100
Market-Adjusted Model,91386,2022-03-16,-0.160079047,-0.220030911,-0.223594639,21,100
Market-Adjusted Model,91387,2022-03-16,-0.138519929,-0.204434093,-0.202035521,21,100
Market-Adjusted Model,91390,2022-03-16,0.0780317895,0.0163955213,0.0145161971,21,100
Market-Adjusted Model,91392,2022-03-16,0.109090139,0.0545479466,0.0455745466,21,100
Market-Adjusted Model,91395,2022-03-16,-0.60765434,-0.785616995,-0.671169932,21,100
Market-Adjusted Model,91402,2022-03-16,0.2122483299,0.1489638015,0.1487327375,21,100
Market-Adjusted Model,91403,2022-03-16,0.0325070393,-0.02432238,-0.031008553,21,100
Market-Adjusted Model,91408,2022-03-16,0.0756922784,0.011040206,0.012176686,21,100
Market-Adjusted Model,91413,2022-03-16,-0.07785924,-0.137275231,-0.141374833,21,100
Market-Adjusted Model,91414,2022-03-16,-0.102947226,-0.168815858,-0.166462819,21,100
Market-Adjusted Model,91416,2022-03-16,0.0206528597,-0.037388342,-0.042862733,21,100
Market-Adjusted Model,91421,2022-03-16,0.283484821,0.2110441938,0.2199692286,21,100
Market-Adjusted Model,91423,2022-03-16,0.0709986316,0.0058864729,0.0074830392,21,100
Market-Adjusted Model,91424,2022-03-16,0.0431664663,-0.017064766,-0.020349126,21,100
Market-Adjusted Model,91437,2022-03-16,0.0092242031,-0.050948564,-0.054291389,21,100
Market-Adjusted Model,91447,2022-03-16,0.0738095534,0.0089603731,0.010293961,21,100
Market-Adjusted Model,91448,2022-03-16,0.0789464905,0.0125239497,0.0154308981,21,100
Market-Adjusted Model,91449,2022-03-16,0.0580767553,-0.005872969,-0.005438837,21,100
Market-Adjusted Model,91450,2022-03-16,0.0180341294,-0.044659471,-0.045481463,21,100
Market-Adjusted Model,91451,2022-03-16,0.0467428901,-0.011963453,-0.016772702,21,100
Market-Adjusted Model,91453,2022-03-16,0.1320679368,0.071869124,0.0685523444,21,100
Market-Adjusted Model,91456,2022-03-16,-0.085446492,-0.148342848,-0.148962085,21,100
Market-Adjusted Model,91457,2022-03-16,-0.150684934,-0.145118392,-0.214200526,21,100
Market-Adjusted Model,91458,2022-03-16,0.0502441921,-0.014799221,-0.0132714,21,100
Market-Adjusted Model,91461,2022-03-16,0.1088016613,0.0420103267,0.0452860689,21,100
Market-Adjusted Model,91463,2022-03-16,0.071153765,0.0086756601,0.0076381726,21,100
Market-Adjusted Model,91468,2022-03-16,0.1137945418,0.0472631934,0.0502789494,21,100
Market-Adjusted Model,91471,2022-03-16,0.2083333312,0.133984617,0.1448177388,21,100
Market-Adjusted Model,91472,2022-03-16,0.1841491975,0.1103536348,0.1206336051,21,100
Market-Adjusted Model,91483,2022-03-16,0.0391857703,-0.023390381,-0.024329822,21,100
Market-Adjusted Model,91488,2022-03-16,-0.330169642,-0.393990039,-0.393685234,21,100
Market-Adjusted Model,91498,2022-03-16,-0.061039969,-0.089580099,-0.124555562,21,100
Market-Adjusted Model,91500,2022-03-16,0.1723829548,0.1005632398,0.1088673624,21,100
Market-Adjusted Model,91503,2022-03-16,-0.025661777,-0.083698412,-0.089177369,21,100
Market-Adjusted Model,91516,2022-03-16,0.0688072418,0.0058700691,0.0052916494,21,100
Market-Adjusted Model,91519,2022-03-16,0.0830963794,0.0177243173,0.019580787,21,100
Market-Adjusted Model,91529,2022-03-16,0.0888201834,0.0223568451,0.025304591,21,100
Market-Adjusted Model,91530,2022-03-16,0.1250618983,0.0585119432,0.0615463059,21,100
Market-Adjusted Model,91531,2022-03-16,0.061938483,0.0067567414,-0.001577109,21,100
Market-Adjusted Model,91533,2022-03-16,0.023982335,-0.033367576,-0.039533257,21,100
Market-Adjusted Model,91534,2022-03-16,0.0265754939,-0.032848857,-0.036940098,21,100
Market-Adjusted Model,91537,2022-03-16,0.0577111752,0.0026282529,-0.005804417,21,100
Market-Adjusted Model,91538,2022-03-16,0.042717195,-0.019076259,-0.020798397,21,100
Market-Adjusted Model,91539,2022-03-16,0.0471880784,-0.014579044,-0.016327514,21,100
Market-Adjusted Model,91541,2022-03-16,0.0502704155,-0.010489126,-0.013245177,21,100
Market-Adjusted Model,91542,2022-03-16,0.1213204006,0.05697729,0.0578048082,21,100
Market-Adjusted Model,91543,2022-03-16,0.0198005196,-0.042067691,-0.043715073,21,100
Market-Adjusted Model,91544,2022-03-16,0.0056512069,-0.053315959,-0.057864385,21,100
Market-Adjusted Model,91545,2022-03-16,0.1227945825,0.0551129438,0.0592789901,21,100
Market-Adjusted Model,91547,2022-03-16,0.0386728032,-0.023808899,-0.024842789,21,100
Market-Adjusted Model,91556,2022-03-16,0.0379090852,-0.018444366,-0.025606507,21,100
Market-Adjusted Model,91560,2022-03-16,0.1447382278,0.0782462852,0.0812226354,21,100
Market-Adjusted Model,91567,2022-03-16,-0.011316875,-0.071448957,-0.074832468,21,100
Market-Adjusted Model,91570,2022-03-16,0.0475419644,-0.015480269,-0.015973628,21,100
Market-Adjusted Model,91571,2022-03-16,0.0060197401,-0.043743644,-0.057495852,21,100
Market-Adjusted Model,91575,2022-03-16,0.0906205438,0.0363002441,0.0271049514,21,100
Market-Adjusted Model,91577,2022-03-16,0.0673262813,0.0038919289,0.0038106888,21,100
Market-Adjusted Model,91579,2022-03-16,0.1070442989,0.044304452,0.0435287065,21,100
Market-Adjusted Model,91582,2022-03-16,0.0310078173,-0.030448275,-0.032507775,21,100
Market-Adjusted Model,91584,2022-03-16,-0.001857259,-0.059397643,-0.065372852,21,100
Market-Adjusted Model,91594,2022-03-16,0.0784254771,0.0290783399,0.0149098847,21,100
Market-Adjusted Model,91597,2022-03-16,0.0578748881,-0.006973483,-0.005640704,21,100
Market-Adjusted Model,91602,2022-03-16,-0.027599295,-0.071425633,-0.091114887,21,100
Market-Adjusted Model,91604,2022-03-16,0.0842911718,0.0281686793,0.0207755794,21,100
Market-Adjusted Model,91606,2022-03-16,0.0629011243,0.0083155038,-0.000614468,21,100
Market-Adjusted Model,91607,2022-03-16,0.0711015555,0.0389477132,0.0075859631,21,100
Market-Adjusted Model,91609,2022-03-16,-0.035759864,-0.098443693,-0.099275457,21,100
Market-Adjusted Model,91611,2022-03-16,0.0835757665,0.0305936515,0.0200601741,21,100
Market-Adjusted Model,91612,2022-03-16,0.2249999818,0.1655739593,0.1614843894,21,100
Market-Adjusted Model,91615,2022-03-16,0.3317646677,0.3340783111,0.2682490753,21,100
Market-Adjusted Model,91617,2022-03-16,0.0358720408,-0.023248225,-0.027643552,21,100
Market-Adjusted Model,91622,2022-03-16,0.0042826213,-0.057027908,-0.059232971,21,100
Market-Adjusted Model,91625,2022-03-16,0.0015817635,-0.033079038,-0.061933829,21,100
Market-Adjusted Model,91626,2022-03-16,0.0715420072,0.0068755706,0.0080264148,21,100
Market-Adjusted Model,91627,2022-03-16,-0.081339689,-0.076460422,-0.144855282,21,100
Market-Adjusted Model,91629,2022-03-16,-0.038802793,-0.102614805,-0.102318386,21,100
Market-Adjusted Model,91637,2022-03-16,0.0522761027,-0.011159701,-0.01123949,21,100
Market-Adjusted Model,91642,2022-03-16,-0.017887382,-0.081444749,-0.081402975,21,100
Market-Adjusted Model,91643,2022-03-16,0.0450840809,-0.018123977,-0.018431512,21,100
Market-Adjusted Model,91647,2022-03-16,0.0416179567,-0.019184434,-0.021897636,21,100
Market-Adjusted Model,91648,2022-03-16,0.0546683775,-0.0095446,-0.008847215,21,100
Market-Adjusted Model,91651,2022-03-16,0.0470258843,-0.016040535,-0.016489708,21,100
Market-Adjusted Model,91658,2022-03-16,-0.039062925,-0.096075035,-0.102578517,21,100
Market-Adjusted Model,91659,2022-03-16,-0.040962565,-0.085365377,-0.104478157,21,100
Market-Adjusted Model,91664,2022-03-16,-0.064649217,-0.113803357,-0.12816481,21,100
Market-Adjusted Model,91665,2022-03-16,0.0157706316,-0.045980391,-0.047744961,21,100
Market-Adjusted Model,91668,2022-03-16,-0.067314027,-0.115980114,-0.130829619,21,100
Market-Adjusted Model,91670,2022-03-16,-0.00370004,-0.067095161,-0.067215632,21,100
Market-Adjusted Model,91672,2022-03-16,0.1361702958,0.0718767271,0.0726547034,21,100
Market-Adjusted Model,91673,2022-03-16,-0.128232713,-0.121966931,-0.191748305,21,100
