Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16386,2022-03-16,0.1511442616,0.1061313818,0.0876286692,21,100
Market-Adjusted Model,16392,2022-03-16,-0.101239727,-0.148415336,-0.16475532,21,100
Market-Adjusted Model,16393,2022-03-16,0.2980769953,0.2344617965,0.2345614029,21,100
Market-Adjusted Model,16399,2022-03-16,0.0654627465,0.0043573092,0.0019471541,21,100
Market-Adjusted Model,16400,2022-03-16,-0.044368632,-0.088176143,-0.107884225,21,100
Market-Adjusted Model,16401,2022-03-16,0.4137930247,0.3436291256,0.3502774323,21,100
Market-Adjusted Model,16403,2022-03-16,0.0412327546,-0.016093125,-0.022282838,21,100
Market-Adjusted Model,16431,2022-03-16,-0.063215665,-0.1183279,-0.126731257,21,100
Market-Adjusted Model,16432,2022-03-16,0.0089531024,-0.033663873,-0.05456249,21,100
Market-Adjusted Model,16434,2022-03-16,-0.040769827,-0.099497835,-0.104285419,21,100
Market-Adjusted Model,16436,2022-03-16,0.1013180117,0.0572877154,0.0378024193,21,100
Market-Adjusted Model,16437,2022-03-16,-0.055918557,-0.10949057,-0.11943415,21,100
Market-Adjusted Model,16439,2022-03-16,-0.027129675,-0.091114891,-0.090645268,21,100
Market-Adjusted Model,16442,2022-03-16,0.1505154752,0.1041803193,0.0869998828,21,100
Market-Adjusted Model,16446,2022-03-16,0.0396022687,-0.021426866,-0.023913324,21,100
Market-Adjusted Model,16447,2022-03-16,-0.005856951,-0.064007223,-0.069372544,21,100
Market-Adjusted Model,16448,2022-03-16,0.1531854253,0.1003524853,0.0896698329,21,100
Market-Adjusted Model,16449,2022-03-16,-0.131845841,-0.161571469,-0.195361433,21,100
Market-Adjusted Model,16451,2022-03-16,0.0319634752,-0.010503359,-0.031552117,21,100
Market-Adjusted Model,16452,2022-03-16,-0.025442428,-0.051941311,-0.08895802,21,100
Market-Adjusted Model,16454,2022-03-16,-0.007066443,-0.063704672,-0.070582035,21,100
Market-Adjusted Model,16457,2022-03-16,0.0620829872,-0.002076172,-0.001432605,21,100
Market-Adjusted Model,16458,2022-03-16,0.197452185,0.1316461564,0.1339365926,21,100
Market-Adjusted Model,16461,2022-03-16,-0.063055071,0.0780967354,-0.126570663,21,100
Market-Adjusted Model,16463,2022-03-16,0.2159475788,0.1596384003,0.1524319864,21,100
Market-Adjusted Model,16464,2022-03-16,-0.17560971,-0.23578907,-0.239125303,21,100
Market-Adjusted Model,16465,2022-03-16,0.1339622748,0.0728509344,0.0704466824,21,100
Market-Adjusted Model,16466,2022-03-16,0.0374999694,0.0209577326,-0.026015623,21,100
Market-Adjusted Model,16471,2022-03-16,0.0464396632,0.0424332699,-0.017075929,21,100
Market-Adjusted Model,16472,2022-03-16,0.0199999436,0.0008592574,-0.043515649,21,100
Market-Adjusted Model,16473,2022-03-16,0.1388285974,0.0808830516,0.075313005,21,100
Market-Adjusted Model,16479,2022-03-16,0.0859736439,0.0193648481,0.0224580515,21,100
Market-Adjusted Model,16480,2022-03-16,-0.307692329,-0.061221959,-0.371207921,21,100
Market-Adjusted Model,16481,2022-03-16,-0.034978474,-0.099430956,-0.098494066,21,100
Market-Adjusted Model,16482,2022-03-16,0.0497808248,-0.011056176,-0.013734768,21,100
Market-Adjusted Model,16485,2022-03-16,-0.002937378,-0.066893329,-0.066452971,21,100
Market-Adjusted Model,16486,2022-03-16,-0.034116486,-0.098578127,-0.097632078,21,100
Market-Adjusted Model,16487,2022-03-16,0.0393955234,-0.02347419,-0.024120069,21,100
Market-Adjusted Model,16488,2022-03-16,-0.004873131,-0.068974501,-0.068388723,21,100
Market-Adjusted Model,16494,2022-03-16,0.0053362819,-0.058043357,-0.05817931,21,100
Market-Adjusted Model,16495,2022-03-16,0.0682302801,0.0049973807,0.0047146877,21,100
Market-Adjusted Model,16497,2022-03-16,0.1336303915,0.068567931,0.0701147991,21,100
Market-Adjusted Model,16498,2022-03-16,0.0732251675,0.0179126877,0.0097095751,21,100
Market-Adjusted Model,16499,2022-03-16,0.1095662472,0.0495654499,0.0460506548,21,100
Market-Adjusted Model,16505,2022-03-16,-0.038002885,-0.093410824,-0.101518478,21,100
Market-Adjusted Model,16510,2022-03-16,0.056235511,-0.00842122,-0.007280081,21,100
Market-Adjusted Model,16511,2022-03-16,-0.00526041,-0.068786537,-0.068776002,21,100
Market-Adjusted Model,16515,2022-03-16,0.1174054067,0.0530629261,0.0538898143,21,100
Market-Adjusted Model,16516,2022-03-16,0.0385611945,-0.023058469,-0.024954398,21,100
Market-Adjusted Model,16517,2022-03-16,0.0358538384,-0.027233255,-0.027661754,21,100
Market-Adjusted Model,16518,2022-03-16,-0.007823833,-0.071828218,-0.071339426,21,100
Market-Adjusted Model,16522,2022-03-16,0.0593923052,0.0307301875,-0.004123287,21,100
Market-Adjusted Model,16523,2022-03-16,0.067385369,0.0034554787,0.0038697766,21,100
Market-Adjusted Model,16524,2022-03-16,0.2698803643,0.2281608834,0.2063647719,21,100
Market-Adjusted Model,16525,2022-03-16,0.0984985863,0.0437107047,0.0349829939,21,100
Market-Adjusted Model,16528,2022-03-16,0.1059602379,0.1446648993,0.0424446455,21,100
Market-Adjusted Model,16529,2022-03-16,0.004810368,-0.034167172,-0.058705224,21,100
Market-Adjusted Model,16532,2022-03-16,-0.019867524,-0.013220634,-0.083383117,21,100
Market-Adjusted Model,16533,2022-03-16,0.0708523227,0.0113718599,0.0073367303,21,100
Market-Adjusted Model,16535,2022-03-16,0.0917431361,0.0357297809,0.0282275437,21,100
Market-Adjusted Model,16536,2022-03-16,-0.038071091,-0.046242996,-0.101586683,21,100
Market-Adjusted Model,16537,2022-03-16,0.0588234676,0.017496738,-0.004692125,21,100
Market-Adjusted Model,16538,2022-03-16,0.1941448779,0.1267335625,0.1306292855,21,100
Market-Adjusted Model,16541,2022-03-16,0.2278481122,0.2561610416,0.1643325198,21,100
Market-Adjusted Model,16542,2022-03-16,-0.10769232,-0.161718687,-0.171207912,21,100
Market-Adjusted Model,16543,2022-03-16,-0.057058348,-0.11870589,-0.120573941,21,100
Market-Adjusted Model,16545,2022-03-16,-0.004651153,-0.049060721,-0.068166746,21,100
Market-Adjusted Model,16548,2022-03-16,0.0202751668,-0.040375118,-0.043240426,21,100
Market-Adjusted Model,16554,2022-03-16,-0.066115729,-0.118012914,-0.129631321,21,100
Market-Adjusted Model,16555,2022-03-16,0.0427492123,-0.020588013,-0.02076638,21,100
Market-Adjusted Model,16557,2022-03-16,0.2258916127,0.1539679545,0.1623760203,21,100
Market-Adjusted Model,16558,2022-03-16,-0.02499205,-0.088493716,-0.088507642,21,100
Market-Adjusted Model,16559,2022-03-16,-0.000231943,-0.064331876,-0.063747535,21,100
Market-Adjusted Model,16560,2022-03-16,0.0559816127,-0.002080364,-0.00753398,21,100
Market-Adjusted Model,16562,2022-03-16,-0.189752057,-0.263052838,-0.253267649,21,100
Market-Adjusted Model,16565,2022-03-16,0.0554072688,-0.006655736,-0.008108324,21,100
Market-Adjusted Model,16566,2022-03-16,0.0471462949,-0.014430479,-0.016369297,21,100
Market-Adjusted Model,16567,2022-03-16,0.0278184594,-0.029316856,-0.035697133,21,100
Market-Adjusted Model,16569,2022-03-16,0.0796395637,0.0186680617,0.0161239713,21,100
Market-Adjusted Model,16570,2022-03-16,-0.073469376,-0.126698604,-0.136984968,21,100
Market-Adjusted Model,16573,2022-03-16,0.1278195096,0.0881051627,0.0643039172,21,100
Market-Adjusted Model,16577,2022-03-16,-0.038474575,-0.098419423,-0.101990168,21,100
Market-Adjusted Model,16578,2022-03-16,-0.008111213,-0.071408034,-0.071626805,21,100
Market-Adjusted Model,16580,2022-03-16,-0.016416837,-0.080221659,-0.07993243,21,100
Market-Adjusted Model,16581,2022-03-16,0.0923898255,0.0266990083,0.0288742331,21,100
Market-Adjusted Model,16582,2022-03-16,0.0681114803,0.0045933977,0.0045958879,21,100
Market-Adjusted Model,16583,2022-03-16,0.0376577617,-0.025066114,-0.025857831,21,100
Market-Adjusted Model,16584,2022-03-16,0.0583594503,-0.005028116,-0.005156142,21,100
Market-Adjusted Model,16585,2022-03-16,0.0659794149,0.0042902972,0.0024638225,21,100
Market-Adjusted Model,16588,2022-03-16,-0.039203751,-0.103791828,-0.102719343,21,100
Market-Adjusted Model,16591,2022-03-16,0.0784831923,0.0155145867,0.0149675999,21,100
Market-Adjusted Model,16592,2022-03-16,-0.037688465,-0.047446623,-0.101204057,21,100
Market-Adjusted Model,16593,2022-03-16,-0.109848562,-0.1557625,-0.173364154,21,100
Market-Adjusted Model,16594,2022-03-16,-0.036199057,-0.081755235,-0.09971465,21,100
Market-Adjusted Model,16595,2022-03-16,-0.026427056,-0.06100285,-0.089942649,21,100
Market-Adjusted Model,16597,2022-03-16,0.1362126397,0.0805492913,0.0726970473,21,100
Market-Adjusted Model,16600,2022-03-16,0.057551465,-0.006220015,-0.005964127,21,100
Market-Adjusted Model,16603,2022-03-16,0.0874056741,0.0411742875,0.0238900817,21,100
Market-Adjusted Model,16604,2022-03-16,0.0342544936,-0.027302627,-0.029261099,21,100
Market-Adjusted Model,16605,2022-03-16,0.0492628829,-0.00819342,-0.014252709,21,100
Market-Adjusted Model,16606,2022-03-16,0.0537722642,-0.00561836,-0.009743328,21,100
Market-Adjusted Model,16610,2022-03-16,0.0456089185,-0.0165535,-0.017906674,21,100
Market-Adjusted Model,16611,2022-03-16,0.0118421252,-0.034075184,-0.051673467,21,100
Market-Adjusted Model,16612,2022-03-16,0.0817509338,0.0162638386,0.0182353414,21,100
Market-Adjusted Model,16613,2022-03-16,0.4568966171,0.3687267369,0.3933810247,21,100
Market-Adjusted Model,16615,2022-03-16,-0.005738726,-0.069826637,-0.069254318,21,100
Market-Adjusted Model,16617,2022-03-16,0.1330645605,0.0763212514,0.0695489681,21,100
Market-Adjusted Model,16622,2022-03-16,0.0855856183,0.1062073429,0.0220700259,21,100
Market-Adjusted Model,16623,2022-03-16,-0.028533709,-0.092859421,-0.092049302,21,100
Market-Adjusted Model,16625,2022-03-16,0.071312812,0.0321821845,0.0077972196,21,100
Market-Adjusted Model,16626,2022-03-16,-0.012875526,-0.039035319,-0.076391118,21,100
Market-Adjusted Model,16630,2022-03-16,0.3444302285,0.24704976,0.2809146361,21,100
Market-Adjusted Model,16631,2022-03-16,-0.041003672,-0.100622562,-0.104519264,21,100
Market-Adjusted Model,16632,2022-03-16,0.030314368,-0.025357086,-0.033201224,21,100
Market-Adjusted Model,16633,2022-03-16,-0.013313631,-0.074213227,-0.076829223,21,100
Market-Adjusted Model,16638,2022-03-16,-0.046961346,-0.109372964,-0.110476938,21,100
Market-Adjusted Model,16641,2022-03-16,-0.067368455,-0.126209357,-0.130884047,21,100
Market-Adjusted Model,16648,2022-03-16,0.0057811051,-0.055319486,-0.057734487,21,100
Market-Adjusted Model,16649,2022-03-16,-0.171282684,-0.221346586,-0.234798277,21,100
Market-Adjusted Model,16650,2022-03-16,-0.015277731,-0.041400841,-0.078793323,21,100
Market-Adjusted Model,16653,2022-03-16,0.1138740933,0.0617676051,0.0503585009,21,100
Market-Adjusted Model,16655,2022-03-16,-0.131531736,-0.140896399,-0.195047328,21,100
Market-Adjusted Model,16656,2022-03-16,0.037536851,0.0012377319,-0.025978741,21,100
Market-Adjusted Model,16659,2022-03-16,-0.06060608,-0.121219203,-0.124121672,21,100
Market-Adjusted Model,16660,2022-03-16,-0.005602237,-0.058649989,-0.069117829,21,100
Market-Adjusted Model,16662,2022-03-16,0.0503970133,-0.013808135,-0.013118579,21,100
Market-Adjusted Model,16664,2022-03-16,-0.081929218,-0.132147285,-0.145444811,21,100
Market-Adjusted Model,16666,2022-03-16,-0.022189709,-0.086468172,-0.085705301,21,100
Market-Adjusted Model,16667,2022-03-16,0.00707552,-0.03277696,-0.056440072,21,100
Market-Adjusted Model,16668,2022-03-16,-0.046444076,-0.087863434,-0.109959669,21,100
Market-Adjusted Model,16670,2022-03-16,-0.218750048,-0.250552473,-0.28226564,21,100
Market-Adjusted Model,16671,2022-03-16,0.0070512568,-0.05497349,-0.056464336,21,100
Market-Adjusted Model,16673,2022-03-16,-0.100355994,-0.15633797,-0.163871587,21,100
Market-Adjusted Model,16674,2022-03-16,-0.054687422,-0.014025724,-0.118203014,21,100
Market-Adjusted Model,16675,2022-03-16,0.1159419569,0.0640032838,0.0524263645,21,100
Market-Adjusted Model,16676,2022-03-16,0.0384199666,-0.025349767,-0.025095626,21,100
Market-Adjusted Model,16678,2022-03-16,0.1658738472,0.100422022,0.1023582548,21,100
Market-Adjusted Model,16680,2022-03-16,-0.100817451,-0.0964952,-0.164333044,21,100
Market-Adjusted Model,16681,2022-03-16,0.1653543672,0.1075931034,0.1018387748,21,100
Market-Adjusted Model,16684,2022-03-16,-0.053956784,-0.106614761,-0.117472376,21,100
Market-Adjusted Model,16685,2022-03-16,0.0668186299,0.0014505846,0.0033030375,21,100
Market-Adjusted Model,16689,2022-03-16,0.3054370706,0.2760612893,0.2419214782,21,100
Market-Adjusted Model,16691,2022-03-16,-0.023320908,-0.085688243,-0.086836501,21,100
Market-Adjusted Model,16692,2022-03-16,0.0319211187,-0.025672559,-0.031594474,21,100
Market-Adjusted Model,16693,2022-03-16,0.1518088199,0.0847039743,0.0882932275,21,100
Market-Adjusted Model,16696,2022-03-16,-0.071205518,-0.128949392,-0.13472111,21,100
Market-Adjusted Model,16697,2022-03-16,0.0264394154,-0.034798191,-0.037076177,21,100
Market-Adjusted Model,16698,2022-03-16,0.0473957788,0.0138871466,-0.016119814,21,100
Market-Adjusted Model,16699,2022-03-16,0.0641952726,0.0083057814,0.0006796802,21,100
Market-Adjusted Model,16701,2022-03-16,0.0673887677,0.0051562551,0.0038731753,21,100
Market-Adjusted Model,16702,2022-03-16,0.0433662874,-0.019785374,-0.020149305,21,100
Market-Adjusted Model,16703,2022-03-16,0.1197511108,0.0509029124,0.0562355184,21,100
Market-Adjusted Model,16705,2022-03-16,-0.221890543,-0.283201881,-0.285406136,21,100
Market-Adjusted Model,16706,2022-03-16,0.0678275936,0.0058020919,0.0043120012,21,100
Market-Adjusted Model,16709,2022-03-16,-0.070381229,-0.125883914,-0.133896821,21,100
Market-Adjusted Model,16710,2022-03-16,-0.030303025,-0.088461475,-0.093818617,21,100
Market-Adjusted Model,16711,2022-03-16,0.526935967,0.4027826476,0.4634203746,21,100
Market-Adjusted Model,16712,2022-03-16,0.1389728841,0.0913896659,0.0754572917,21,100
Market-Adjusted Model,16713,2022-03-16,0.0619856878,-0.002622745,-0.001529905,21,100
Market-Adjusted Model,16736,2022-03-16,0.0614726558,-0.002492496,-0.002042937,21,100
Market-Adjusted Model,16737,2022-03-16,0.6898607726,0.4989422179,0.6263451802,21,100
Market-Adjusted Model,16738,2022-03-16,0.099800389,0.0360783037,0.0362847966,21,100
Market-Adjusted Model,16739,2022-03-16,-0.441428562,-0.587726732,-0.504944155,21,100
Market-Adjusted Model,16741,2022-03-16,0.0351958362,-0.015076176,-0.028319756,21,100
Market-Adjusted Model,16742,2022-03-16,0.3047056521,0.2352944644,0.2411900597,21,100
Market-Adjusted Model,16743,2022-03-16,0.3722067213,0.2626284925,0.3086911289,21,100
Market-Adjusted Model,16744,2022-03-16,0.1953269992,0.1251063436,0.1318114068,21,100
Market-Adjusted Model,16745,2022-03-16,0.2917376128,0.2206437222,0.2282220204,21,100
Market-Adjusted Model,16746,2022-03-16,0.0457627034,-0.01380568,-0.017752889,21,100
Market-Adjusted Model,16747,2022-03-16,0.0563471455,-0.002223174,-0.007168447,21,100
Market-Adjusted Model,16749,2022-03-16,0.0718446427,0.022318213,0.0083290503,21,100
Market-Adjusted Model,16750,2022-03-16,0.1370743102,0.0765248226,0.0735587178,21,100
Market-Adjusted Model,16751,2022-03-16,0.0352600352,-0.020692275,-0.028255557,21,100
Market-Adjusted Model,16753,2022-03-16,0.0780445825,0.0167078023,0.0145289901,21,100
Market-Adjusted Model,16754,2022-03-16,-0.005580883,-0.067750372,-0.069096476,21,100
Market-Adjusted Model,16755,2022-03-16,-0.193486545,-0.23864577,-0.257002138,21,100
Market-Adjusted Model,16756,2022-03-16,0.0064175176,-0.054640781,-0.057098075,21,100
Market-Adjusted Model,16760,2022-03-16,0.0159420269,-0.04510493,-0.047573565,21,100
Market-Adjusted Model,16761,2022-03-16,0.0301515776,-0.033796923,-0.033364015,21,100
Market-Adjusted Model,16762,2022-03-16,-0.02661074,-0.090563775,-0.090126332,21,100
Market-Adjusted Model,16763,2022-03-16,0.0349439463,-0.027182897,-0.028571646,21,100
Market-Adjusted Model,16764,2022-03-16,0.0367309089,-0.025689985,-0.026784684,21,100
Market-Adjusted Model,16765,2022-03-16,-0.488681795,-0.597746178,-0.552197387,21,100
Market-Adjusted Model,16768,2022-03-16,0.0247241687,-0.038235159,-0.038791424,21,100
Market-Adjusted Model,16770,2022-03-16,-0.063565603,-0.12103036,-0.127081196,21,100
Market-Adjusted Model,16771,2022-03-16,0.0900620495,0.0293738702,0.0265464571,21,100
Market-Adjusted Model,16776,2022-03-16,0.1530146307,0.1323197871,0.0894990383,21,100
Market-Adjusted Model,16777,2022-03-16,0.0506098037,0.0406243414,-0.012905789,21,100
Market-Adjusted Model,16778,2022-03-16,-0.152983795,-0.136840476,-0.216499387,21,100
Market-Adjusted Model,16779,2022-03-16,-0.068965558,-0.12320342,-0.13248115,21,100
Market-Adjusted Model,16780,2022-03-16,0.0408163491,-0.022573782,-0.022699243,21,100
Market-Adjusted Model,16781,2022-03-16,0.0057142772,-0.025947007,-0.057801315,21,100
Market-Adjusted Model,16784,2022-03-16,0.0333228374,-0.029881753,-0.030192755,21,100
Market-Adjusted Model,16785,2022-03-16,-0.034837423,-0.099491908,-0.098353015,21,100
Market-Adjusted Model,16786,2022-03-16,-0.034188002,-0.072890364,-0.097703594,21,100
Market-Adjusted Model,16788,2022-03-16,-0.179245329,-0.246652246,-0.242760921,21,100
Market-Adjusted Model,16792,2022-03-16,-0.141025611,-0.198955347,-0.204541204,21,100
Market-Adjusted Model,16793,2022-03-16,-0.031721509,-0.067765321,-0.095237101,21,100
Market-Adjusted Model,16794,2022-03-16,-0.010452875,-0.050287194,-0.073968467,21,100
Market-Adjusted Model,16795,2022-03-16,-0.05865137,-0.076327406,-0.122166962,21,100
Market-Adjusted Model,16796,2022-03-16,0.0450836289,-0.017670242,-0.018431964,21,100
Market-Adjusted Model,16797,2022-03-16,0.0584152443,-0.006093993,-0.005100348,21,100
Market-Adjusted Model,16798,2022-03-16,0.0302839644,-0.029854953,-0.033231628,21,100
Market-Adjusted Model,16799,2022-03-16,0.0567645034,-0.00713692,-0.006751089,21,100
Market-Adjusted Model,16800,2022-03-16,0.0399633883,-0.02302004,-0.023552204,21,100
Market-Adjusted Model,16801,2022-03-16,0.0467904098,-0.01657925,-0.016725183,21,100
Market-Adjusted Model,16802,2022-03-16,0.1333333439,0.0767968871,0.0698177515,21,100
Market-Adjusted Model,16805,2022-03-16,0.0877399059,0.0271793737,0.0242243135,21,100
Market-Adjusted Model,16807,2022-03-16,0.0651781372,0.0002700839,0.0016625448,21,100
Market-Adjusted Model,16809,2022-03-16,0.1052432661,0.03815794,0.0417276737,21,100
Market-Adjusted Model,16813,2022-03-16,0.0334153672,-0.03034026,-0.030100225,21,100
Market-Adjusted Model,16816,2022-03-16,0.0867665033,0.0307211698,0.0232509109,21,100
Market-Adjusted Model,16818,2022-03-16,-0.051724103,-0.018642859,-0.115239696,21,100
Market-Adjusted Model,16819,2022-03-16,0.0988275081,0.0602313752,0.0353119157,21,100
Market-Adjusted Model,16820,2022-03-16,0.0856164292,0.0488240859,0.0221008368,21,100
Market-Adjusted Model,16822,2022-03-16,0.0194782416,-0.042419012,-0.044037351,21,100
Market-Adjusted Model,16823,2022-03-16,0.045457706,-0.016760992,-0.018057886,21,100
Market-Adjusted Model,16824,2022-03-16,1.2351501245,1.0835140618,1.1716345321,21,100
Market-Adjusted Model,16827,2022-03-16,0.3069361518,0.2256919975,0.2434205594,21,100
Market-Adjusted Model,16828,2022-03-16,-0.000842127,-0.060578284,-0.06435772,21,100
Market-Adjusted Model,16829,2022-03-16,-0.119403051,-0.156192918,-0.182918644,21,100
Market-Adjusted Model,16831,2022-03-16,0.0433990579,-0.019623674,-0.020116534,21,100
Market-Adjusted Model,16832,2022-03-16,-0.020858149,-0.085110253,-0.084373742,21,100
Market-Adjusted Model,16833,2022-03-16,-0.02857142,-0.092608476,-0.092087012,21,100
Market-Adjusted Model,16834,2022-03-16,0.111428609,0.0615861743,0.0479130166,21,100
Market-Adjusted Model,16836,2022-03-16,-0.010571395,-0.06200709,-0.074086987,21,100
Market-Adjusted Model,16837,2022-03-16,0.102101008,0.0547738325,0.0385854156,21,100
Market-Adjusted Model,16841,2022-03-16,0.0002202934,-0.063031838,-0.063295299,21,100
